wav [Å]	Ti	Fe	Ni	Cu	Cd	W	Pb	Al	Zn	ZnO
0.313	0.297	0.988	1.709	0.716	20.613	0.487	0.364	0.086	0.276	0.313
0.314	0.297	0.989	1.709	0.717	20.678	0.488	0.364	0.086	0.276	0.313
0.315	0.297	0.989	1.709	0.717	20.743	0.488	0.364	0.086	0.276	0.313
0.316	0.297	0.989	1.709	0.717	20.808	0.489	0.364	0.086	0.276	0.313
0.317	0.298	0.989	1.709	0.717	20.873	0.49	0.364	0.086	0.276	0.313
0.318	0.298	0.989	1.71	0.717	20.938	0.49	0.364	0.086	0.276	0.313
0.319	0.298	0.989	1.71	0.717	21.003	0.491	0.364	0.086	0.277	0.313
0.32	0.298	0.989	1.71	0.718	21.068	0.492	0.364	0.087	0.277	0.313
0.321	0.298	0.989	1.71	0.718	21.132	0.492	0.364	0.087	0.277	0.313
0.322	0.299	0.989	1.711	0.718	21.197	0.493	0.364	0.087	0.277	0.313
0.323	0.299	0.99	1.711	0.718	21.262	0.494	0.364	0.087	0.277	0.313
0.324	0.299	0.99	1.711	0.718	21.327	0.494	0.364	0.087	0.277	0.313
0.325	0.299	0.99	1.711	0.718	21.392	0.495	0.364	0.087	0.277	0.313
0.326	0.299	0.99	1.711	0.719	21.457	0.496	0.364	0.087	0.277	0.313
0.327	0.3	0.99	1.712	0.719	21.522	0.496	0.364	0.087	0.277	0.313
0.328	0.3	0.99	1.712	0.719	21.587	0.497	0.364	0.087	0.277	0.313
0.329	0.3	0.99	1.712	0.719	21.652	0.498	0.364	0.087	0.277	0.313
0.33	0.3	0.99	1.712	0.719	21.717	0.498	0.364	0.087	0.277	0.313
0.331	0.3	0.991	1.712	0.719	21.782	0.499	0.364	0.087	0.277	0.313
0.332	0.3	0.991	1.713	0.72	21.847	0.499	0.364	0.087	0.277	0.313
0.333	0.301	0.991	1.713	0.72	21.911	0.5	0.364	0.087	0.277	0.313
0.334	0.301	0.991	1.713	0.72	21.976	0.501	0.364	0.087	0.277	0.313
0.335	0.301	0.991	1.713	0.72	22.041	0.501	0.364	0.087	0.277	0.313
0.336	0.301	0.991	1.714	0.72	22.106	0.502	0.364	0.087	0.277	0.313
0.337	0.301	0.991	1.714	0.72	22.171	0.503	0.364	0.087	0.277	0.313
0.338	0.302	0.991	1.714	0.721	22.236	0.503	0.364	0.087	0.277	0.313
0.339	0.302	0.991	1.714	0.721	22.301	0.504	0.364	0.087	0.277	0.313
0.34	0.302	0.992	1.714	0.721	22.366	0.505	0.364	0.087	0.277	0.313
0.341	0.302	0.992	1.715	0.721	22.431	0.505	0.364	0.087	0.277	0.313
0.342	0.302	0.992	1.715	0.721	22.496	0.506	0.364	0.087	0.277	0.313
0.343	0.303	0.992	1.715	0.721	22.561	0.507	0.364	0.087	0.277	0.313
0.344	0.303	0.992	1.715	0.722	22.626	0.507	0.364	0.087	0.277	0.313
0.345	0.303	0.992	1.716	0.722	22.691	0.508	0.364	0.087	0.277	0.313
0.346	0.303	0.992	1.716	0.722	22.755	0.509	0.364	0.087	0.277	0.313
0.347	0.303	0.992	1.716	0.722	22.82	0.509	0.364	0.087	0.278	0.313
0.348	0.304	0.993	1.716	0.722	22.885	0.51	0.364	0.087	0.278	0.313
0.349	0.304	0.993	1.717	0.722	22.95	0.511	0.364	0.087	0.278	0.313
0.35	0.304	0.993	1.717	0.723	23.015	0.511	0.364	0.087	0.278	0.313
0.351	0.304	0.993	1.717	0.723	23.08	0.512	0.364	0.087	0.278	0.313
0.352	0.304	0.993	1.717	0.723	23.145	0.513	0.364	0.087	0.278	0.313
0.353	0.305	0.993	1.717	0.723	23.21	0.513	0.364	0.087	0.278	0.313
0.354	0.305	0.993	1.718	0.723	23.275	0.514	0.364	0.087	0.278	0.313
0.355	0.305	0.993	1.718	0.723	23.34	0.514	0.364	0.087	0.278	0.313
0.356	0.305	0.993	1.718	0.724	23.405	0.515	0.364	0.087	0.278	0.313
0.357	0.305	0.993	1.718	0.724	23.47	0.516	0.364	0.087	0.278	0.313
0.358	0.305	0.994	1.718	0.724	23.534	0.516	0.364	0.087	0.278	0.313
0.359	0.306	0.994	1.719	0.724	23.599	0.517	0.364	0.087	0.278	0.313
0.36	0.306	0.994	1.719	0.724	23.664	0.518	0.364	0.087	0.278	0.313
0.361	0.306	0.994	1.719	0.724	23.729	0.518	0.364	0.087	0.278	0.313
0.362	0.306	0.994	1.72	0.725	23.794	0.519	0.364	0.087	0.278	0.314
0.363	0.306	0.994	1.72	0.725	23.859	0.52	0.364	0.087	0.278	0.314
0.364	0.307	0.994	1.72	0.725	23.924	0.52	0.364	0.087	0.278	0.314
0.365	0.307	0.994	1.72	0.725	23.989	0.521	0.364	0.087	0.278	0.314
0.366	0.307	0.994	1.72	0.725	24.054	0.522	0.364	0.087	0.278	0.314
0.367	0.307	0.995	1.721	0.725	24.119	0.522	0.364	0.087	0.278	0.314
0.368	0.307	0.995	1.721	0.726	24.184	0.523	0.364	0.087	0.278	0.314
0.369	0.308	0.995	1.721	0.726	24.249	0.524	0.364	0.087	0.278	0.314
0.37	0.308	0.995	1.721	0.726	24.313	0.524	0.364	0.087	0.278	0.314
0.371	0.308	0.995	1.722	0.726	24.378	0.525	0.364	0.087	0.278	0.314
0.372	0.308	0.995	1.722	0.726	24.443	0.526	0.364	0.087	0.278	0.314
0.373	0.308	0.995	1.722	0.727	24.508	0.526	0.364	0.087	0.278	0.314
0.374	0.309	0.995	1.722	0.727	24.573	0.527	0.364	0.087	0.279	0.314
0.375	0.309	0.995	1.723	0.727	24.638	0.527	0.364	0.087	0.279	0.314
0.376	0.309	0.996	1.723	0.727	24.703	0.528	0.364	0.087	0.279	0.314
0.377	0.309	0.996	1.723	0.727	24.768	0.529	0.364	0.087	0.279	0.314
0.378	0.309	0.996	1.723	0.727	24.833	0.53	0.364	0.087	0.279	0.314
0.379	0.309	0.996	1.724	0.728	24.898	0.53	0.364	0.087	0.279	0.314
0.38	0.31	0.996	1.724	0.728	24.963	0.531	0.364	0.087	0.279	0.314
0.381	0.31	0.996	1.724	0.728	25.028	0.531	0.364	0.087	0.279	0.314
0.382	0.31	0.996	1.724	0.728	25.093	0.532	0.364	0.087	0.279	0.314
0.383	0.31	0.996	1.724	0.728	25.157	0.533	0.364	0.087	0.279	0.314
0.384	0.31	0.996	1.725	0.728	25.222	0.533	0.364	0.087	0.279	0.314
0.385	0.311	0.996	1.725	0.729	25.287	0.534	0.364	0.087	0.279	0.314
0.386	0.311	0.997	1.725	0.729	25.352	0.535	0.364	0.087	0.279	0.314
0.387	0.311	0.997	1.725	0.729	25.417	0.535	0.364	0.087	0.279	0.314
0.388	0.311	0.997	1.726	0.729	25.482	0.536	0.364	0.087	0.279	0.314
0.389	0.311	0.997	1.726	0.729	25.547	0.537	0.364	0.087	0.279	0.314
0.39	0.312	0.997	1.726	0.729	25.612	0.537	0.364	0.087	0.279	0.314
0.391	0.312	0.997	1.727	0.73	25.677	0.538	0.364	0.087	0.279	0.314
0.392	0.312	0.997	1.727	0.73	25.742	0.539	0.364	0.087	0.279	0.314
0.393	0.312	0.997	1.727	0.73	25.807	0.539	0.364	0.087	0.279	0.314
0.394	0.312	0.998	1.727	0.73	25.872	0.54	0.364	0.087	0.279	0.314
0.395	0.313	0.998	1.728	0.73	25.936	0.541	0.364	0.087	0.279	0.314
0.396	0.313	0.998	1.728	0.73	26.001	0.541	0.364	0.087	0.279	0.314
0.397	0.313	0.998	1.728	0.731	26.066	0.542	0.364	0.087	0.279	0.314
0.398	0.313	0.998	1.728	0.731	26.131	0.542	0.364	0.087	0.279	0.314
0.399	0.313	0.998	1.729	0.731	26.196	0.543	0.364	0.087	0.279	0.314
0.4	0.313	0.998	1.729	0.731	26.261	0.544	0.364	0.087	0.279	0.314
0.401	0.314	0.998	1.729	0.731	26.326	0.544	0.364	0.087	0.279	0.314
0.402	0.314	0.998	1.729	0.731	26.391	0.545	0.364	0.087	0.28	0.314
0.403	0.314	0.999	1.73	0.732	26.456	0.546	0.364	0.087	0.28	0.314
0.404	0.314	0.999	1.73	0.732	26.521	0.546	0.364	0.087	0.28	0.314
0.405	0.314	0.999	1.73	0.732	26.586	0.547	0.364	0.087	0.28	0.314
0.406	0.315	0.999	1.731	0.732	26.651	0.548	0.364	0.087	0.28	0.314
0.407	0.315	0.999	1.731	0.732	26.715	0.548	0.364	0.087	0.28	0.314
0.408	0.315	0.999	1.731	0.733	26.78	0.549	0.364	0.087	0.28	0.314
0.409	0.315	0.999	1.731	0.733	26.845	0.55	0.364	0.087	0.28	0.314
0.41	0.315	0.999	1.731	0.733	26.91	0.55	0.364	0.087	0.28	0.314
0.411	0.316	0.999	1.731	0.733	26.975	0.551	0.364	0.087	0.28	0.314
0.412	0.316	0.999	1.732	0.733	27.04	0.551	0.364	0.087	0.28	0.314
0.413	0.316	0.999	1.732	0.733	27.105	0.552	0.364	0.087	0.28	0.314
0.414	0.316	0.999	1.732	0.734	27.17	0.553	0.364	0.087	0.28	0.314
0.415	0.316	1	1.732	0.734	27.235	0.553	0.364	0.087	0.28	0.314
0.416	0.317	1	1.733	0.734	27.3	0.554	0.364	0.087	0.28	0.315
0.417	0.317	1	1.733	0.734	27.365	0.555	0.364	0.087	0.28	0.315
0.418	0.317	1	1.734	0.734	27.43	0.555	0.364	0.087	0.28	0.315
0.419	0.317	1	1.734	0.734	27.495	0.556	0.364	0.087	0.28	0.315
0.42	0.317	1.001	1.734	0.735	27.559	0.556	0.364	0.087	0.28	0.315
0.421	0.318	1	1.734	0.735	27.624	0.557	0.364	0.087	0.28	0.315
0.422	0.318	1.001	1.735	0.735	27.689	0.558	0.364	0.087	0.28	0.315
0.423	0.318	1.001	1.735	0.735	27.754	0.558	0.364	0.087	0.28	0.315
0.424	0.318	1.001	1.735	0.735	27.819	0.559	0.364	0.087	0.28	0.315
0.425	0.318	1.001	1.735	0.735	27.884	0.56	0.364	0.087	0.28	0.315
0.426	0.318	1.001	1.735	0.736	27.949	0.56	0.364	0.087	0.28	0.315
0.427	0.319	1.001	1.735	0.736	28.014	0.561	0.364	0.087	0.28	0.315
0.428	0.319	1.001	1.736	0.736	28.079	0.562	0.364	0.087	0.28	0.315
0.429	0.319	1.001	1.736	0.736	28.144	0.562	0.364	0.087	0.28	0.315
0.43	0.319	1.001	1.737	0.736	28.209	0.563	0.364	0.087	0.281	0.315
0.431	0.319	1.001	1.737	0.736	28.274	0.564	0.364	0.087	0.281	0.315
0.432	0.32	1.002	1.737	0.737	28.338	0.564	0.364	0.087	0.281	0.315
0.433	0.32	1.002	1.738	0.737	28.403	0.565	0.364	0.087	0.281	0.315
0.434	0.32	1.002	1.737	0.737	28.468	0.566	0.364	0.087	0.281	0.315
0.435	0.32	1.002	1.738	0.737	28.533	0.566	0.364	0.087	0.281	0.315
0.436	0.32	1.002	1.738	0.737	28.598	0.567	0.364	0.087	0.281	0.315
0.437	0.321	1.002	1.738	0.737	28.663	0.567	0.364	0.087	0.281	0.315
0.438	0.321	1.002	1.738	0.738	28.728	0.568	0.364	0.087	0.281	0.315
0.439	0.321	1.003	1.738	0.738	28.793	0.569	0.364	0.087	0.281	0.315
0.44	0.321	1.002	1.739	0.738	28.858	0.57	0.364	0.087	0.281	0.315
0.441	0.321	1.002	1.739	0.738	28.923	0.57	0.364	0.087	0.281	0.315
0.442	0.322	1.003	1.74	0.738	28.988	0.57	0.364	0.087	0.281	0.315
0.443	0.322	1.003	1.74	0.739	29.053	0.571	0.364	0.087	0.281	0.315
0.444	0.322	1.003	1.741	0.739	29.117	0.572	0.364	0.087	0.281	0.315
0.445	0.322	1.002	1.74	0.739	29.182	0.573	0.364	0.087	0.281	0.315
0.446	0.322	1.003	1.74	0.739	29.247	0.573	0.364	0.087	0.281	0.315
0.447	0.322	1.003	1.74	0.739	29.312	0.574	0.364	0.087	0.281	0.315
0.448	0.323	1.003	1.74	0.739	29.377	0.574	0.364	0.087	0.281	0.315
0.449	0.323	1.003	1.74	0.739	29.442	0.575	0.364	0.087	0.281	0.315
0.45	0.323	1.003	1.741	0.74	29.507	0.576	0.364	0.087	0.281	0.315
0.451	0.323	1.003	1.741	0.74	29.572	0.576	0.364	0.087	0.281	0.315
0.452	0.323	1.003	1.74	0.74	29.637	0.577	0.364	0.087	0.281	0.315
0.453	0.324	1.004	1.741	0.74	29.702	0.578	0.364	0.087	0.281	0.315
0.454	0.324	1.004	1.741	0.74	29.767	0.578	0.364	0.087	0.281	0.315
0.455	0.324	1.004	1.742	0.741	29.832	0.578	0.364	0.087	0.281	0.315
0.456	0.324	1.004	1.742	0.741	29.897	0.579	0.364	0.087	0.281	0.315
0.457	0.324	1.004	1.743	0.741	29.961	0.58	0.364	0.087	0.282	0.315
0.458	0.325	1.004	1.743	0.741	30.026	0.581	0.364	0.087	0.282	0.315
0.459	0.325	1.005	1.743	0.741	30.091	0.581	0.364	0.087	0.282	0.315
0.46	0.325	1.005	1.743	0.741	30.156	0.582	0.364	0.087	0.282	0.315
0.461	0.325	1.005	1.743	0.742	30.221	0.583	0.364	0.087	0.282	0.315
0.462	0.325	1.005	1.744	0.742	30.286	0.584	0.364	0.087	0.282	0.315
0.463	0.326	1.005	1.744	0.742	30.351	0.584	0.364	0.087	0.282	0.315
0.464	0.326	1.005	1.744	0.742	30.416	0.585	0.364	0.087	0.282	0.315
0.465	0.326	1.005	1.745	0.742	30.481	0.585	0.364	0.088	0.282	0.315
0.466	0.326	1.005	1.745	0.742	30.546	0.586	0.364	0.088	0.282	0.315
0.467	0.326	1.006	1.745	0.743	30.611	0.587	0.364	0.088	0.282	0.315
0.468	0.327	1.006	1.744	0.743	30.676	0.587	0.364	0.088	0.282	0.315
0.469	0.327	1.005	1.745	0.743	30.74	0.588	0.364	0.088	0.282	0.315
0.47	0.327	1.006	1.745	0.743	30.805	0.588	0.364	0.088	0.282	0.315
0.471	0.327	1.006	1.745	0.743	30.87	0.589	0.364	0.088	0.282	0.315
0.472	0.327	1.006	1.746	0.743	30.935	0.59	0.364	0.088	0.282	0.316
0.473	0.327	1.006	1.746	0.744	31	0.59	0.364	0.088	0.282	0.316
0.474	0.328	1.007	1.747	0.744	31.065	0.591	0.364	0.088	0.282	0.316
0.475	0.328	1.005	1.747	0.744	31.13	0.592	0.364	0.088	0.282	0.316
0.476	0.328	1.005	1.746	0.744	31.195	0.592	0.364	0.088	0.282	0.316
0.477	0.328	1.006	1.747	0.744	31.26	0.593	0.364	0.088	0.282	0.316
0.478	0.328	1.006	1.747	0.745	31.325	0.594	0.364	0.088	0.282	0.316
0.479	0.329	1.006	1.748	0.745	31.39	0.595	0.364	0.088	0.282	0.316
0.48	0.329	1.006	1.747	0.745	31.455	0.595	0.364	0.088	0.282	0.316
0.481	0.329	1.007	1.747	0.745	31.519	0.595	0.364	0.088	0.282	0.316
0.482	0.329	1.007	1.748	0.745	31.584	0.596	0.364	0.088	0.282	0.316
0.483	0.329	1.007	1.749	0.745	31.649	0.597	0.364	0.088	0.282	0.316
0.484	0.33	1.007	1.748	0.745	31.714	0.598	0.364	0.088	0.282	0.316
0.485	0.33	1.007	1.747	0.746	31.779	0.598	0.364	0.088	0.283	0.316
0.486	0.33	1.008	1.748	0.746	31.844	0.599	0.364	0.088	0.283	0.316
0.487	0.33	1.008	1.748	0.746	31.909	0.599	0.364	0.088	0.283	0.316
0.488	0.33	1.007	1.749	0.746	31.974	0.6	0.364	0.088	0.283	0.316
0.489	0.331	1.007	1.749	0.746	32.039	0.601	0.364	0.088	0.283	0.316
0.49	0.331	1.008	1.749	0.746	32.104	0.601	0.364	0.088	0.283	0.316
0.491	0.331	1.008	1.75	0.747	32.169	0.602	0.364	0.088	0.283	0.316
0.492	0.331	1.008	1.751	0.747	32.234	0.602	0.364	0.088	0.283	0.316
0.493	0.331	1.008	1.75	0.747	32.299	0.603	0.364	0.088	0.283	0.316
0.494	0.332	1.009	1.751	0.747	32.363	0.604	0.364	0.088	0.283	0.316
0.495	0.332	1.009	1.749	0.747	32.428	0.604	0.364	0.088	0.283	0.316
0.496	0.332	1.007	1.75	0.747	32.493	0.605	0.364	0.088	0.283	0.316
0.497	0.332	1.007	1.751	0.748	32.558	0.606	0.364	0.088	0.283	0.316
0.498	0.332	1.008	1.749	0.748	32.623	0.606	0.364	0.088	0.283	0.316
0.499	0.332	1.007	1.75	0.748	32.688	0.607	0.364	0.088	0.283	0.316
0.5	0.333	1.008	1.75	0.748	32.753	0.608	0.364	0.088	0.283	0.316
0.501	0.333	1.008	1.751	0.748	32.818	0.608	0.364	0.088	0.283	0.316
0.502	0.333	1.009	1.752	0.748	32.883	0.609	0.364	0.088	0.283	0.316
0.503	0.333	1.008	1.751	0.749	32.948	0.61	0.364	0.088	0.283	0.316
0.504	0.333	1.009	1.752	0.749	33.013	0.61	0.364	0.088	0.283	0.316
0.505	0.334	1.009	1.75	0.749	33.078	0.611	0.364	0.088	0.283	0.316
0.506	0.334	1.009	1.75	0.749	33.142	0.612	0.364	0.088	0.283	0.316
0.507	0.334	1.01	1.751	0.749	33.207	0.612	0.364	0.088	0.283	0.316
0.508	0.334	1.01	1.752	0.749	33.272	0.613	0.364	0.088	0.283	0.316
0.509	0.334	1.011	1.752	0.749	33.337	0.614	0.364	0.088	0.283	0.316
0.51	0.335	1.011	1.753	0.75	33.402	0.614	0.364	0.088	0.283	0.316
0.511	0.335	1.009	1.753	0.75	33.467	0.615	0.364	0.088	0.284	0.316
0.512	0.335	1.009	1.754	0.75	33.532	0.616	0.364	0.088	0.284	0.316
0.513	0.335	1.009	1.755	0.75	33.597	0.616	0.364	0.088	0.284	0.316
0.514	0.335	1.01	1.756	0.75	33.662	0.617	0.364	0.088	0.284	0.316
0.515	0.336	1.01	1.755	0.751	33.727	0.618	0.364	0.088	0.284	0.316
0.516	0.336	1.011	1.755	0.751	33.792	0.618	0.364	0.088	0.284	0.316
0.517	0.336	1.011	1.756	0.751	33.857	0.618	0.364	0.088	0.284	0.316
0.518	0.336	1.012	1.757	0.751	33.922	0.619	0.364	0.088	0.284	0.316
0.519	0.336	1.01	1.756	0.751	33.986	0.62	0.364	0.088	0.284	0.316
0.52	0.337	1.01	1.757	0.751	34.051	0.621	0.364	0.088	0.284	0.316
0.521	0.337	1.011	1.757	0.751	34.116	0.621	0.364	0.088	0.284	0.316
0.522	0.337	1.011	1.758	0.752	34.181	0.622	0.364	0.088	0.284	0.316
0.523	0.337	1.012	1.759	0.752	34.246	0.623	0.364	0.088	0.284	0.316
0.524	0.337	1.011	1.76	0.752	34.311	0.622	0.364	0.088	0.284	0.316
0.525	0.337	1.011	1.758	0.752	34.376	0.623	0.364	0.088	0.284	0.316
0.526	0.338	1.012	1.758	0.753	34.441	0.624	0.364	0.088	0.284	0.316
0.527	0.338	1.012	1.755	0.753	34.506	0.625	0.364	0.088	0.284	0.317
0.528	0.338	1.011	1.755	0.753	34.571	0.625	0.364	0.088	0.284	0.317
0.529	0.338	1.011	1.756	0.753	34.636	0.626	0.364	0.088	0.284	0.317
0.53	0.338	1.012	1.757	0.753	34.701	0.627	0.364	0.088	0.284	0.317
0.531	0.339	1.012	1.757	0.754	34.765	0.628	0.364	0.088	0.284	0.317
0.532	0.339	1.013	1.758	0.754	34.83	0.628	0.364	0.088	0.284	0.317
0.533	0.339	1.011	1.758	0.754	34.895	0.629	0.364	0.088	0.284	0.317
0.534	0.339	1.012	1.759	0.754	34.96	0.63	0.364	0.088	0.284	0.317
0.535	0.339	1.012	1.76	0.754	35.025	0.63	0.364	0.088	0.284	0.317
0.536	0.34	1.013	1.761	0.755	35.09	0.631	0.364	0.088	0.284	0.317
0.537	0.34	1.011	1.76	0.755	35.155	0.632	0.364	0.088	0.284	0.317
0.538	0.34	1.011	1.761	0.755	35.22	0.632	0.364	0.088	0.285	0.317
0.539	0.34	1.012	1.757	0.755	35.285	0.632	0.364	0.088	0.285	0.317
0.54	0.34	1.012	1.757	0.754	35.35	0.633	0.364	0.088	0.285	0.317
0.541	0.341	1.013	1.758	0.754	35.415	0.634	0.364	0.088	0.285	0.317
0.542	0.341	1.013	1.759	0.755	35.48	0.635	0.364	0.088	0.285	0.317
0.543	0.341	1.014	1.76	0.755	35.545	0.635	0.364	0.088	0.285	0.317
0.544	0.341	1.014	1.758	0.755	35.609	0.636	0.364	0.088	0.285	0.317
0.545	0.341	1.015	1.759	0.755	35.674	0.637	0.364	0.088	0.285	0.317
0.546	0.342	1.016	1.76	0.756	35.739	0.638	0.364	0.088	0.285	0.317
0.547	0.342	1.011	1.761	0.756	35.804	0.637	0.364	0.088	0.285	0.317
0.548	0.342	1.012	1.761	0.756	35.869	0.638	0.364	0.088	0.285	0.317
0.549	0.342	1.012	1.762	0.756	35.934	0.638	0.364	0.088	0.285	0.317
0.55	0.342	1.013	1.758	0.757	35.999	0.639	0.364	0.088	0.285	0.317
0.551	0.342	1.013	1.759	0.757	36.064	0.64	0.364	0.088	0.285	0.317
0.552	0.343	1.013	1.759	0.757	36.129	0.64	0.364	0.088	0.285	0.317
0.553	0.343	1.013	1.759	0.756	36.194	0.641	0.364	0.088	0.285	0.317
0.554	0.343	1.014	1.76	0.757	36.259	0.642	0.364	0.088	0.285	0.317
0.555	0.343	1.015	1.761	0.757	36.324	0.643	0.364	0.088	0.285	0.317
0.556	0.343	1.015	1.762	0.757	36.388	0.643	0.364	0.088	0.285	0.317
0.557	0.344	1.013	1.761	0.757	36.453	0.644	0.364	0.088	0.285	0.317
0.558	0.344	1.013	1.762	0.757	36.518	0.645	0.364	0.088	0.285	0.317
0.559	0.344	1.014	1.763	0.758	36.583	0.646	0.364	0.088	0.285	0.317
0.56	0.344	1.015	1.764	0.758	36.648	0.646	0.364	0.088	0.285	0.317
0.561	0.344	1.015	1.765	0.758	36.713	0.647	0.364	0.088	0.285	0.317
0.562	0.345	1.016	1.766	0.758	36.778	0.648	0.364	0.088	0.285	0.317
0.563	0.345	1.013	1.766	0.759	36.843	0.649	0.364	0.088	0.285	0.317
0.564	0.345	1.014	1.767	0.758	36.908	0.648	0.364	0.088	0.286	0.317
0.565	0.345	1.015	1.768	0.758	36.973	0.649	0.364	0.088	0.286	0.317
0.566	0.345	1.015	1.763	0.758	37.038	0.65	0.364	0.088	0.286	0.317
0.567	0.346	1.016	1.764	0.759	37.103	0.65	0.364	0.088	0.286	0.317
0.568	0.346	1.014	1.765	0.759	37.168	0.651	0.364	0.088	0.286	0.317
0.569	0.346	1.015	1.766	0.759	37.232	0.652	0.364	0.088	0.286	0.317
0.57	0.346	1.015	1.767	0.759	37.297	0.653	0.364	0.088	0.286	0.317
0.571	0.346	1.016	1.767	0.759	37.362	0.654	0.364	0.088	0.286	0.317
0.572	0.347	1.017	1.764	0.76	37.427	0.655	0.364	0.088	0.286	0.317
0.573	0.347	1.017	1.765	0.76	37.492	0.654	0.364	0.088	0.286	0.317
0.574	0.347	1.017	1.765	0.76	37.557	0.655	0.364	0.088	0.286	0.317
0.575	0.347	1.017	1.766	0.761	37.622	0.656	0.364	0.088	0.286	0.317
0.576	0.347	1.018	1.767	0.761	37.687	0.656	0.364	0.088	0.286	0.317
0.577	0.347	1.018	1.768	0.761	37.752	0.657	0.364	0.088	0.286	0.317
0.578	0.348	1.019	1.769	0.762	37.817	0.657	0.364	0.088	0.286	0.317
0.579	0.348	1.02	1.768	0.762	37.882	0.658	0.364	0.088	0.286	0.317
0.58	0.348	1.015	1.769	0.761	37.947	0.659	0.364	0.088	0.286	0.318
0.581	0.348	1.015	1.766	0.761	38.012	0.66	0.364	0.088	0.286	0.318
0.582	0.348	1.016	1.767	0.761	38.076	0.661	0.364	0.088	0.286	0.318
0.583	0.349	1.017	1.768	0.762	38.141	0.661	0.364	0.088	0.286	0.318
0.584	0.349	1.017	1.769	0.762	38.206	0.661	0.364	0.088	0.286	0.318
0.585	0.349	1.018	1.77	0.762	38.271	0.662	0.364	0.088	0.286	0.318
0.586	0.349	1.017	1.77	0.762	38.336	0.663	0.364	0.088	0.286	0.318
0.587	0.349	1.018	1.769	0.762	38.401	0.664	0.364	0.088	0.286	0.318
0.588	0.35	1.019	1.77	0.762	38.466	0.664	0.364	0.088	0.286	0.318
0.589	0.35	1.019	1.771	0.763	38.531	0.664	0.364	0.088	0.286	0.318
0.59	0.35	1.02	1.772	0.763	38.596	0.665	0.364	0.088	0.286	0.318
0.591	0.35	1.021	1.773	0.763	38.661	0.666	0.364	0.088	0.287	0.318
0.592	0.35	1.016	1.774	0.764	38.726	0.667	0.364	0.088	0.287	0.318
0.593	0.351	1.016	1.775	0.764	38.791	0.666	0.364	0.088	0.287	0.318
0.594	0.351	1.017	1.776	0.764	38.855	0.667	0.364	0.088	0.287	0.318
0.595	0.351	1.018	1.773	0.764	38.92	0.668	0.364	0.088	0.287	0.318
0.596	0.351	1.018	1.773	0.763	38.985	0.669	0.364	0.088	0.287	0.318
0.597	0.351	1.019	1.774	0.764	39.05	0.67	0.364	0.088	0.287	0.318
0.598	0.352	1.02	1.769	0.764	39.115	0.671	0.364	0.088	0.287	0.318
0.599	0.352	1.021	1.77	0.764	39.18	0.671	0.364	0.088	0.287	0.318
0.6	0.352	1.021	1.771	0.765	39.245	0.672	0.364	0.088	0.287	0.318
0.601	0.352	1.022	1.772	0.765	39.31	0.673	0.364	0.088	0.287	0.318
0.602	0.352	1.023	1.773	0.765	39.375	0.674	0.364	0.088	0.287	0.318
0.603	0.353	1.023	1.774	0.765	39.44	0.675	0.364	0.088	0.287	0.318
0.604	0.353	1.024	1.77	0.766	39.505	0.673	0.364	0.088	0.287	0.318
0.605	0.353	1.017	1.771	0.766	39.57	0.674	0.364	0.088	0.287	0.318
0.606	0.353	1.017	1.772	0.766	39.635	0.675	0.364	0.088	0.287	0.318
0.607	0.353	1.018	1.773	0.767	39.699	0.676	0.364	0.088	0.287	0.318
0.608	0.353	1.019	1.774	0.767	39.764	0.676	0.364	0.088	0.287	0.318
0.609	0.354	1.019	1.775	0.767	39.829	0.677	0.364	0.088	0.287	0.318
0.61	0.354	1.02	1.776	0.768	39.894	0.678	0.364	0.088	0.287	0.318
0.611	0.354	1.021	1.777	0.767	39.959	0.678	0.364	0.088	0.287	0.318
0.612	0.354	1.02	1.778	0.767	40.024	0.679	0.364	0.088	0.287	0.318
0.613	0.354	1.021	1.774	0.766	40.089	0.68	0.364	0.088	0.287	0.318
0.614	0.355	1.021	1.775	0.766	40.154	0.681	0.364	0.088	0.287	0.318
0.615	0.355	1.022	1.776	0.767	40.219	0.681	0.364	0.089	0.287	0.318
0.616	0.355	1.023	1.765	0.767	40.284	0.681	0.364	0.089	0.288	0.318
0.617	0.355	1.024	1.766	0.767	40.349	0.682	0.364	0.089	0.288	0.318
0.618	0.355	1.024	1.767	0.768	40.414	0.683	0.364	0.089	0.288	0.318
0.619	0.356	1.015	1.768	0.768	40.479	0.684	0.364	0.089	0.288	0.318
0.62	0.356	1.016	1.769	0.767	40.543	0.685	0.364	0.088	0.288	0.318
0.621	0.356	1.017	1.77	0.768	40.608	0.684	0.364	0.089	0.288	0.318
0.622	0.356	1.018	1.771	0.768	40.673	0.685	0.364	0.089	0.288	0.318
0.623	0.356	1.018	1.77	0.768	40.738	0.686	0.364	0.089	0.288	0.318
0.624	0.356	1.019	1.771	0.769	40.803	0.687	0.364	0.089	0.288	0.318
0.625	0.357	1.02	1.772	0.769	40.868	0.688	0.364	0.089	0.288	0.318
0.626	0.357	1.017	1.773	0.769	40.933	0.688	0.364	0.089	0.288	0.318
0.627	0.357	1.017	1.774	0.77	40.998	0.688	0.364	0.089	0.288	0.318
0.628	0.357	1.018	1.775	0.77	41.063	0.689	0.364	0.089	0.288	0.318
0.629	0.357	1.019	1.776	0.769	41.128	0.69	0.364	0.089	0.288	0.318
